id,rent_indicator,logit_int_rate,log_annual_inc,log_loan_amnt,dti,log_credit_age,tax_liens,forty_plus_indicator,loan_status
92350,1,-1.5666114010435044,11.082142548877775,8.987196820661973,21.34,8.794673401383422,0.0,Under Forty,1
68804,1,-1.4995007297488623,10.51867319162636,9.706559843352812,21.21,8.732788324973118,0.0,Under Forty,1
48856,1,-1.6671838950155093,10.691944912900398,9.210340371976184,20.81,8.326274787396764,0.0,Under Forty,1
94011,1,-1.6368070220580113,10.596634733096073,9.287301413112312,16.57,8.886962034866128,0.0,Under Forty,1
96339,1,-1.4834956667073327,11.156250521031495,10.239959789157341,16.17,8.707813551024888,0.0,Under Forty,1
79152,1,-1.7174493134909512,10.537945736747394,9.210340371976184,11.48,8.74257423767064,0.0,Under Forty,1
49886,1,-1.5464471678152878,10.239959789157341,9.159047077588632,25.11,8.383890344101816,0.0,Under Forty,1
81911,1,-1.6731849812153599,10.915088464214607,9.017968479328726,23.43,8.84404789894249,0.0,Under Forty,1
61569,1,-1.4597863800665805,10.87804719253426,8.195609567288775,2.33,8.444622498581403,0.0,Under Forty,1
50558,1,-1.4165691253664827,10.638256407786892,9.817384853482716,28.03,9.01322999770879,0.0,Under Forty,1
96694,1,-1.466337068793427,10.736396675471232,9.646981097552796,21.81,8.990815266184685,0.0,Under Forty,1
101983,1,-1.7104913212639152,9.680344001221918,8.383661798791715,22.13,9.128804883993665,0.0,Under Forty,1
72899,1,-1.3670307318173636,10.757902880692196,8.987196820661973,6.03,8.94832604627298,0.0,Under Forty,1
104743,1,-1.3249254147435987,10.714417768752456,8.85366542803745,18.61,8.41803561988302,0.0,Under Forty,1
106540,1,-1.2111366252595706,10.571316925111784,9.655026193237628,14.03,8.936298185228436,0.0,Under Forty,1
53936,1,-1.4165691253664827,11.350406535472453,6.907755278982137,13.36,8.780633799494984,0.0,Under Forty,1
112362,1,-1.3249254147435987,10.46310334047155,9.210340371976184,19.13,8.766394277049736,0.0,Under Forty,1
91444,1,-1.6368070220580113,10.839580911706463,9.047821442478408,1.98,9.131838143821225,0.0,Under Forty,1
48254,1,-1.47951954599461,10.247927958806518,8.980927207648378,21.98,8.507950610049305,0.0,Under Forty,1
58398,1,-1.2253290311060194,11.918390573078392,8.62155320674048,6.32,8.869960510523953,1.0,Under Forty,1
82532,1,-1.6368070220580113,10.778956289890028,9.392661928770137,4.6,8.483429561263428,0.0,Under Forty,1
43362,1,-1.5785565986326349,10.308952660644293,8.656955133791396,9.72,9.035272443893536,0.0,Under Forty,1
90335,1,-1.6368070220580113,10.819778284410283,9.798127036878302,23.45,8.869960510523953,0.0,Under Forty,1
85732,1,-1.4834956667073327,10.645424897265505,9.210340371976184,11.23,8.438149984075784,0.0,Under Forty,1
87328,1,-1.466337068793427,10.491274217438248,9.350102314351341,21.1,8.596189197642735,0.0,Under Forty,1
81506,1,-1.4467645785509342,11.156250521031495,10.308952660644293,24.09,8.869960510523953,0.0,Under Forty,1
95000,1,-1.5320085568162443,10.275051108968611,8.648221453822641,19.94,8.431417414394833,0.0,Under Forty,1
60659,1,-1.4995007297488623,11.669929213779893,9.104979856318357,14.11,9.04617302576227,0.0,Under Forty,1
92599,1,-1.403887174753648,11.451050061252142,8.955448122347393,4.88,8.771215062375383,0.0,Under Forty,1
61193,1,-1.3370233121131079,9.852194258148577,8.160518247477505,13.77,9.84659969032908,0.0,Under Forty,1
69629,1,-1.6671838950155093,10.51867319162636,8.699514748210191,22.24,8.717845704894916,0.0,Under Forty,1
108741,1,-1.4834956667073327,11.002099841204238,9.798127036878302,18.52,8.86120833720818,0.0,Under Forty,1
81776,1,-1.4834956667073327,11.184421397998193,9.568014816247999,31.35,9.243871855184976,0.0,Under Forty,1
61004,1,-1.4165691253664827,10.4341158035983,9.137769679141348,11.93,8.561592778712923,0.0,Under Forty,1
98585,1,-1.4834956667073327,10.341742483467284,9.12423767292277,27.64,9.131838143821225,0.0,Under Forty,1
70778,1,-1.3370233121131079,10.308952660644293,8.006367567650246,18.32,8.865593998902725,0.0,Under Forty,1
46325,1,-1.5785565986326349,10.915088464214607,8.699514748210191,5.41,8.567506005289827,0.0,Under Forty,1
106896,1,-1.4834956667073327,9.980448593672257,8.34283980427146,9.78,8.830689198760998,0.0,Under Forty,1
47692,1,-1.643421765249699,10.239959789157341,9.185022563991893,26.79,8.39773375137891,0.0,Under Forty,1
96857,1,-1.6731849812153599,10.819778284410283,9.332558004700433,28.23,8.971575439759016,0.0,Under Forty,1
81247,1,-1.403887174753648,10.819778284410283,8.006367567650246,1.57,8.907883013942248,0.0,Under Forty,1
91579,1,-1.7104913212639152,10.312280450736967,8.987196820661973,23.84,8.326274787396764,0.0,Under Forty,1
76676,1,-1.6671838950155093,10.645424897265505,9.305650551780507,29.86,8.967759126769497,0.0,Under Forty,1
78359,1,-1.4995007297488623,10.596634733096073,9.680344001221918,19.8,8.629092283913646,0.0,Under Forty,1
44979,1,-1.6875371766425344,10.373491181781864,8.294049640102028,17.7,8.751949058058614,0.0,Under Forty,1
60926,1,-1.4995007297488623,11.082142548877775,8.955448122347393,14.23,8.789964651132264,0.0,Under Forty,1
73202,1,-1.5464471678152878,11.156250521031495,8.987196820661973,20.66,8.928242677818302,0.0,Under Forty,1
72932,1,-1.6671838950155093,10.757902880692196,8.987196820661973,8.86,8.839711378703475,0.0,Under Forty,1
43592,1,-1.6875371766425344,10.545341438708522,8.294049640102028,13.2,8.702842538302868,0.0,Under Forty,1
67824,1,-1.7174493134909512,11.082142548877775,7.600902459542082,19.48,9.17378011666438,0.0,Under Forty,1
50493,1,-1.1254595387042978,10.308952660644293,8.1886891244442,30.8,8.717845704894916,0.0,Under Forty,1
107658,1,-1.466337068793427,10.404262840448617,9.205327830152639,21.24,8.878497403738631,0.0,Under Forty,1
97053,1,-1.4834956667073327,11.608235644774552,9.487972108574462,17.02,8.869960510523953,0.0,Under Forty,1
74101,1,-1.4995007297488623,10.043249494911286,8.740336742730447,22.49,8.607399459302387,0.0,Under Forty,1
43425,1,-1.3249254147435987,10.545341438708522,8.699514748210191,16.55,8.57338447106598,0.0,Under Forty,1
51050,0,-1.8421264087554747,11.156250521031495,8.294049640102028,21.02,9.035272443893536,0.0,Under Forty,0
111763,0,-2.3259065275278186,11.289781913656018,9.903487552536127,25.65,8.538367426647644,0.0,Under Forty,0
82097,0,-2.4951341353039043,12.936024160612167,9.95227771670556,12.07,9.081369990679223,0.0,Under Forty,0
98646,0,-2.646581819593874,10.915088464214607,8.476371196895983,9.53,9.323133199451306,0.0,Under Forty,0
56528,0,-2.2298704300161543,10.624560163276504,9.210340371976184,17.88,9.342070142654077,0.0,Under Forty,0
72444,0,-1.7881474641358721,11.813030057420567,10.46310334047155,13.09,9.118773178450692,0.0,Under Forty,0
80036,0,-2.1280526708474468,11.512925464970229,9.615805480084347,9.01,9.490544554572004,0.0,Under Forty,0
63379,0,-2.7462285716558794,11.238488619268468,8.699514748210191,5.34,8.869960510523953,0.0,Under Forty,0
43451,0,-1.7905932883378723,11.512925464970229,8.764053269347762,18.06,9.081369990679223,0.0,Under Forty,0
44575,0,-1.9018432238954246,10.714417768752456,8.630521876723241,21.39,8.596189197642735,0.0,Under Forty,0
47618,0,-2.1983361826085317,11.362102575235644,9.840281476632336,17.32,9.467150780760877,0.0,Under Forty,0
100294,0,-2.3259065275278186,11.695247021764184,10.085809109330082,22.8,8.677269139262872,0.0,Under Forty,0
111541,0,-1.8078349107393763,10.46310334047155,9.210340371976184,21.6,8.830689198760998,0.0,Under Forty,0
98137,0,-1.9811152668752412,10.858998997563564,9.323669057283185,16.27,8.928242677818302,0.0,Under Forty,0
60827,0,-2.3259065275278186,10.46310334047155,9.413281215972873,15.15,8.561592778712923,0.0,Under Forty,0
83124,0,-2.7462285716558794,12.793859310432293,9.903487552536127,4.1,9.320360017014732,0.0,Under Forty,0
46774,0,-1.9933774753462974,11.326595886778735,8.699514748210191,13.17,9.306740866262498,3.0,Under Forty,0
67181,0,-1.9596955482932574,10.373491181781864,9.270964993792617,27.07,8.66681936537205,0.0,Under Forty,0
107819,0,-2.0765198630086243,10.717656961343524,9.472704636443673,34.87,9.17378011666438,0.0,Under Forty,0
60935,0,-2.2298704300161543,10.791378809888585,9.210340371976184,22.82,9.070848393157585,0.0,Under Forty,0
107340,0,-2.4951341353039043,11.744037185933616,9.825526011066415,5.61,8.936298185228436,0.0,Under Forty,0
93422,0,-2.179571868279852,11.002099841204238,9.740968623038354,19.78,8.928242677818302,0.0,Under Forty,0
89134,0,-1.7881474641358721,10.680516217076775,9.392661928770137,23.09,8.697679732264463,0.0,Under Forty,0
75259,0,-1.9596955482932574,11.55214617812351,8.517193191416238,21.01,9.275940829060131,0.0,Under Forty,0
85573,0,-2.4951341353039043,11.156250521031495,9.885832617297407,15.86,9.261508658550582,0.0,Under Forty,0
102927,0,-2.3259065275278186,9.990398924525424,8.62604759632832,8.58,9.2927495082169,0.0,Under Forty,0
55694,0,-2.7462285716558794,11.225243392518447,9.903487552536127,19.66,9.37092743662413,0.0,Under Forty,0
70664,0,-1.8421264087554747,10.596634733096073,9.615805480084347,27.93,8.928242677818302,0.0,Under Forty,0
43621,0,-2.283484921620626,11.736069016284437,9.903487552536127,26.26,9.189525232262262,0.0,Under Forty,0
73280,0,-1.9596955482932574,11.440354772135393,8.160518247477505,13.23,9.088285725968877,0.0,Under Forty,0
74132,0,-2.4951341353039043,11.813030057420567,9.740968623038354,10.18,8.687610843707368,0.0,Under Forty,0
43554,0,-1.9933774753462974,11.225243392518447,8.987196820661973,11.12,8.907883013942248,0.0,Under Forty,0
50196,0,-1.8421264087554747,11.418614785498987,8.987196820661973,9.51,8.826294231241318,0.0,Under Forty,0
88424,0,-2.4951341353039043,11.59910316121128,10.126631103850338,13.5,8.826294231241318,0.0,Under Forty,0
86306,0,-1.9811152668752412,10.571316925111784,9.449357272446683,4.09,8.76170676846664,0.0,Under Forty,0
105895,0,-1.9811152668752412,11.289781913656018,9.104979856318357,8.16,8.507950610049305,0.0,Under Forty,0
79721,0,-1.9596955482932574,11.407564949312402,9.615805480084347,13.11,8.514188682395938,0.0,Under Forty,0
43732,0,-2.09176295455531,10.778956289890028,9.949893925350283,16.36,9.355219633294267,0.0,Under Forty,0
70591,0,-2.1280526708474468,11.407564949312402,9.035986984831405,15.44,8.538367426647644,0.0,Under Forty,0
96389,0,-2.0765198630086243,11.156250521031495,9.615805480084347,18.45,9.312084355859467,0.0,Under Forty,0
96468,0,-2.0765198630086243,10.887436932884098,9.740968623038354,13.93,8.839711378703475,0.0,Under Forty,0
105701,0,-1.7881474641358721,10.839580911706463,10.032320424379096,26.28,9.588982266040471,0.0,Under Forty,0
62416,0,-1.9596955482932574,10.915088464214607,8.699514748210191,14.05,8.869960510523953,0.0,Under Forty,0
54261,0,-1.8421264087554747,11.289781913656018,10.46310334047155,3.06,8.520188700396035,0.0,Under Forty,0
74574,0,-1.9596955482932574,11.150519846322512,9.249561085129464,28.71,9.192685436737461,0.0,Under Forty,0
94870,0,-2.0765198630086243,11.156250521031495,10.085809109330082,20.47,8.924123891686012,0.0,Under Forty,0
71467,0,-1.9596955482932574,10.275051108968611,9.210340371976184,21.23,8.64541048921699,0.0,Under Forty,0
87905,0,-2.0765198630086243,11.184421397998193,9.615805480084347,16.83,8.878497403738631,0.0,Under Forty,0
79192,0,-1.8965451070315895,11.461632170582678,10.239959789157341,29.66,9.381263883817768,0.0,Under Forty,0
93200,0,-2.0765198630086243,10.915088464214607,9.798127036878302,29.95,9.448175472033382,0.0,Under Forty,0
91163,0,-2.3259065275278186,11.082142548877775,9.798127036878302,21.16,9.112065802707843,0.0,Over Forty,0
61408,0,-2.646581819593874,11.274465209544125,9.903487552536127,17.21,9.317668949728708,0.0,Over Forty,0
80880,0,-1.7881474641358721,11.26992353480575,10.239959789157341,14.2,9.105313134108476,0.0,Over Forty,0
85849,0,-1.7881474641358721,11.744037185933616,9.903487552536127,6.24,9.217018026729423,0.0,Over Forty,0
89915,0,-2.179571868279852,11.407564949312402,8.987196820661973,13.55,9.281450999434135,0.0,Over Forty,0
92692,0,-2.179571868279852,11.461632170582678,9.230142999272362,8.75,9.00565049932022,0.0,Over Forty,0
109273,0,-1.8912676530755061,11.2708539037705,10.308952660644293,8.06,9.342070142654077,0.0,Over Forty,0
79980,0,-2.4560121837882853,10.596634733096073,9.169518377455928,16.59,8.920121751872404,0.0,Over Forty,0
48696,0,-2.7462285716558794,11.211820372186306,9.210340371976184,2.3,9.270211769013573,0.0,Over Forty,0
112258,0,-2.3259065275278186,10.778956289890028,9.615805480084347,27.88,8.971575439759016,0.0,Over Forty,0
89963,0,-2.646581819593874,11.289781913656018,9.433483923290392,13.44,9.201904893155081,0.0,Over Forty,0
70354,0,-2.3259065275278186,11.884489021402711,9.95227771670556,4.13,8.780633799494984,0.0,Over Forty,0
46457,0,-2.3634832752006423,11.002099841204238,9.674074388208323,9.26,8.865593998902725,0.0,Over Forty,0
90700,0,-2.179571868279852,12.021548665181019,9.862665558015873,15.46,9.50651131182387,0.0,Over Forty,0
46034,0,-2.4951341353039043,11.918390573078392,9.95227771670556,3.58,9.421492310438014,0.0,Over Forty,0
108658,0,-2.3259065275278186,10.858998997563564,9.392661928770137,27.4,9.01322999770879,0.0,Over Forty,0
52276,0,-1.7881474641358721,11.695247021764184,10.239959789157341,13.62,9.488199355479201,0.0,Over Forty,0
108101,0,-2.646581819593874,12.206072645530174,9.903487552536127,16.3,8.903679332926599,0.0,Over Forty,0
90213,0,-2.179571868279852,11.678439903447801,9.798127036878302,18.31,9.067277989134345,0.0,Over Forty,0
78285,0,-1.8965451070315895,11.502875129116727,9.798127036878302,11.38,9.38378935026654,0.0,Over Forty,0
106814,0,-2.0765198630086243,11.289781913656018,10.181119289134408,25.35,9.128804883993665,0.0,Over Forty,0
56877,0,-1.8965451070315895,11.345098354326726,8.476371196895983,10.52,8.891236429516061,0.0,Over Forty,0
58226,0,-1.8965451070315895,11.127262984158243,9.615805480084347,29.61,9.51332968849511,0.0,Over Forty,0
110890,0,-2.0765198630086243,11.002099841204238,9.392661928770137,11.25,9.517825071724143,0.0,Over Forty,0
51997,0,-2.1280526708474468,11.407564949312402,9.392661928770137,22.53,9.28998299962838,0.0,Over Forty,0
69423,0,-1.8965451070315895,10.46310334047155,8.006367567650246,17.04,8.79920924224139,0.0,Over Forty,0
93024,0,-1.8912676530755061,11.608235644774552,9.210340371976184,1.89,8.895355616996392,0.0,Over Forty,0
57407,0,-2.7462285716558794,10.778956289890028,9.711115659888671,12.0,8.891236429516061,0.0,Over Forty,0
60245,0,-2.035751983637992,11.643953727376633,10.46310334047155,16.45,9.368369236201092,0.0,Over Forty,0
62796,0,-2.4951341353039043,11.211046559356856,10.085809109330082,17.07,9.201904893155081,0.0,Over Forty,0
96863,0,-2.4560121837882853,11.35392973347977,9.903487552536127,14.77,8.936298185228436,0.0,Over Forty,0
66919,0,-1.8965451070315895,11.152170781629122,10.351373376528244,18.12,8.886962034866128,0.0,Over Forty,0
102880,0,-2.0765198630086243,10.98661388366879,9.210340371976184,6.87,8.618485442898109,0.0,Over Forty,0
54191,0,-2.1280526708474468,11.37366339763672,8.987196820661973,14.97,9.519881778780857,0.0,Over Forty,0
53943,0,-2.7462285716558794,11.225243392518447,8.922658299524402,7.5,8.839711378703475,0.0,Over Forty,0
83031,0,-1.9811152668752412,11.512925464970229,10.239959789157341,30.31,8.928242677818302,0.0,Over Forty,0
55579,0,-2.7462285716558794,12.072541252905651,10.085809109330082,6.03,8.865593998902725,0.0,Over Forty,0
51185,0,-2.646581819593874,11.32683682160703,8.699514748210191,13.38,9.21094019204815,0.0,Over Forty,0
85122,0,-2.4951341353039043,11.736069016284437,9.858751658694736,11.88,8.732788324973118,0.0,Over Forty,0
101852,0,-1.7881474641358721,11.082142548877775,9.903487552536127,16.04,8.687610843707368,0.0,Over Forty,0
60934,0,-2.2298704300161543,11.567375770749,9.680344001221918,18.74,9.37864751738456,0.0,Over Forty,0
110403,0,-1.7881474641358721,11.225243392518447,9.51044496442652,27.23,8.848509300888079,0.0,Over Forty,0
54393,0,-2.2298704300161543,10.819578264407616,9.392661928770137,9.48,8.682368589375221,0.0,Over Forty,0
108732,0,-1.7881474641358721,10.82774645405946,9.903487552536127,25.07,8.857230494201946,0.0,Over Forty,0
57107,0,-1.8421264087554747,11.350406535472453,9.546812608597396,13.26,9.25272913846797,0.0,Over Forty,0
71545,0,-2.2298704300161543,11.082142548877775,8.85366542803745,5.93,9.246865146658555,0.0,Over Forty,0
74905,0,-1.8421264087554747,12.206072645530174,10.308952660644293,16.55,9.141740280483926,0.0,Over Forty,0
45854,0,-1.9933774753462974,10.94024216782542,9.392661928770137,28.49,9.217018026729423,0.0,Over Forty,0
82937,0,-2.179571868279852,11.33857207782545,10.348173373797573,20.99,9.524420918282495,0.0,Over Forty,0
58153,0,-2.035751983637992,10.596634733096073,8.699514748210191,5.85,8.857230494201946,0.0,Over Forty,0
