loan_amnt,home_ownership,annual_inc,dti,int_rate,tax_liens,loan_status,forty_plus_indicator,credit_age
2300.0,MORTGAGE,103000.0,10.33,0.18489999999999998,0.0,0,Under Forty,5343
8000.0,MORTGAGE,102200.0,25.75,0.1531,0.0,0,Under Forty,7322
12000.0,MORTGAGE,80000.0,9.62,0.0662,0.0,0,Under Forty,17610
4800.0,RENT,24960.0,31.25,0.18489999999999998,0.0,0,Under Forty,7200
30000.0,RENT,78000.0,14.68,0.158,0.0,0,Over Forty,7992
33000.0,RENT,78000.0,15.69,0.1629,0.0,0,Under Forty,7475
6000.0,MORTGAGE,31000.0,21.87,0.1629,0.0,0,Under Forty,9392
4000.0,RENT,50000.0,13.66,0.2198,0.0,0,Under Forty,4308
35000.0,OWN,120000.0,16.95,0.18489999999999998,0.0,0,Over Forty,13563
15000.0,RENT,60000.0,9.07,0.1777,0.0,0,Under Forty,5983
1000.0,RENT,20000.0,0.9,0.22949999999999998,0.0,1,Under Forty,10579
35000.0,RENT,110000.0,32.01,0.1629,0.0,0,Over Forty,9667
8000.0,RENT,28000.0,27.9,0.21,0.0,0,Under Forty,5223
14400.0,RENT,56000.0,22.67,0.18489999999999998,0.0,0,Under Forty,8599
4000.0,MORTGAGE,34000.0,20.26,0.1972,0.0,0,Under Forty,6196
3000.0,MORTGAGE,72000.0,28.65,0.1629,0.0,0,Over Forty,7353
7200.0,MORTGAGE,62500.0,21.64,0.158,0.0,0,Over Forty,8265
15000.0,MORTGAGE,180000.0,7.89,0.1629,0.0,0,Over Forty,6380
4000.0,MORTGAGE,65000.0,12.28,0.158,0.0,0,Over Forty,9818
11500.0,MORTGAGE,60000.0,16.86,0.158,0.0,0,Under Forty,4705
6700.0,MORTGAGE,88800.0,9.36,0.1531,0.0,0,Over Forty,7992
15000.0,MORTGAGE,125000.0,6.64,0.1433,0.0,0,Over Forty,11128
2400.0,RENT,18000.0,25.6,0.23629999999999998,0.0,0,Under Forty,5374
8325.0,RENT,25000.0,14.59,0.18489999999999998,0.0,0,Under Forty,4766
4525.0,RENT,80000.0,11.8,0.1875,0.0,0,Under Forty,5496
18200.0,MORTGAGE,71000.0,15.09,0.1114,0.0,0,Over Forty,7961
12000.0,MORTGAGE,58000.0,29.36,0.1114,0.0,0,Under Forty,5435
10000.0,OWN,34000.0,18.88,0.158,0.0,0,Under Forty,10579
6000.0,RENT,86000.0,15.72,0.1433,0.0,0,Under Forty,7261
21850.0,OWN,50000.0,25.06,0.1433,0.0,0,Over Forty,7049
7000.0,RENT,92976.0,20.66,0.1777,0.0,1,Over Forty,9361
2800.0,RENT,43971.0,11.05,0.1777,0.0,1,Under Forty,5739
4200.0,MORTGAGE,55000.0,27.36,0.1972,0.0,0,Over Forty,7596
8000.0,RENT,25323.0,16.52,0.1629,0.0,0,Under Forty,7230
5700.0,RENT,22000.0,29.18,0.1905,0.0,1,Under Forty,4735
8000.0,RENT,54000.0,22.33,0.1433,0.0,0,Over Forty,6623
10000.0,MORTGAGE,54000.0,28.79,0.1433,0.0,0,Under Forty,8691
6500.0,RENT,33500.0,30.05,0.1531,0.0,1,Under Forty,6319
10000.0,RENT,40000.0,25.89,0.1875,0.0,1,Under Forty,5800
7850.0,RENT,53000.0,28.21,0.1727,0.0,1,Over Forty,7138
35000.0,MORTGAGE,265000.0,16.29,0.1531,0.0,0,Under Forty,11218
12000.0,MORTGAGE,80000.0,22.67,0.08900000000000001,0.0,0,Under Forty,6288
8525.0,MORTGAGE,28000.0,11.46,0.1905,0.0,0,Over Forty,5588
13750.0,RENT,60000.0,24.84,0.1531,0.0,0,Under Forty,5496
27575.0,MORTGAGE,240000.0,0.13,0.1433,0.0,0,Under Forty,8752
8000.0,MORTGAGE,65650.0,21.33,0.1433,0.0,0,Over Forty,7992
2400.0,RENT,145000.0,0.64,0.21,0.0,0,Under Forty,8296
9600.0,MORTGAGE,95900.0,8.37,0.158,0.0,1,Over Forty,4157
8000.0,OWN,66000.0,27.53,0.1905,0.0,0,Under Forty,11248
7500.0,MORTGAGE,41000.0,24.47,0.1433,0.0,0,Under Forty,6531
12000.0,MORTGAGE,60361.0,9.54,0.1531,0.0,0,Under Forty,8022
9600.0,MORTGAGE,104000.0,8.88,0.1114,0.0,0,Over Forty,7841
12000.0,RENT,50000.0,28.63,0.1629,0.0,0,Under Forty,6288
6000.0,MORTGAGE,70000.0,20.04,0.1531,0.0,0,Over Forty,8599
15000.0,RENT,75000.0,22.5,0.2198,0.0,0,Under Forty,8571
15000.0,RENT,115000.0,7.23,0.1905,0.0,0,Under Forty,9180
12000.0,MORTGAGE,40000.0,21.54,0.1016,0.0,0,Over Forty,7261
10800.0,RENT,40000.0,14.37,0.1433,0.0,0,Under Forty,6684
9000.0,RENT,39507.0,16.68,0.1433,0.0,0,Under Forty,5374
6500.0,RENT,123000.0,7.0,0.1433,0.0,0,Under Forty,10518
8000.0,RENT,42000.0,7.51,0.1433,0.0,0,Under Forty,6196
35000.0,MORTGAGE,125000.0,16.55,0.1433,0.0,0,Over Forty,11187
19425.0,OWN,56000.0,30.88,0.079,0.0,0,Under Forty,12497
18000.0,RENT,40000.0,26.31,0.1433,0.0,0,Under Forty,5192
3000.0,RENT,45000.0,4.64,0.1433,0.0,0,Under Forty,5983
28000.0,MORTGAGE,150000.0,20.27,0.1433,0.0,0,Under Forty,8175
20000.0,MORTGAGE,50000.0,31.7,0.1433,0.0,0,Under Forty,15054
8400.0,MORTGAGE,41000.0,14.81,0.1433,0.0,0,Under Forty,7110
27575.0,MORTGAGE,62000.0,25.55,0.1875,0.0,0,Under Forty,6804
12000.0,RENT,88500.0,18.16,0.1311,0.0,1,Under Forty,7566
20000.0,MORTGAGE,72587.0,14.07,0.12119999999999999,0.0,0,Over Forty,6592
16000.0,MORTGAGE,65000.0,15.9,0.12119999999999999,0.0,0,Over Forty,7200
11000.0,OWN,34000.0,30.85,0.1433,0.0,0,Over Forty,14901
12600.0,MORTGAGE,160000.0,15.04,0.079,0.0,0,Under Forty,7566
13875.0,RENT,60000.0,16.17,0.12119999999999999,0.0,0,Under Forty,9392
22000.0,MORTGAGE,77180.0,25.7,0.1727,0.0,0,Under Forty,6988
9750.0,RENT,72000.0,21.1,0.1727,0.0,0,Under Forty,5162
2500.0,RENT,65000.0,26.79,0.1905,0.0,0,Over Forty,7566
12000.0,MORTGAGE,98000.0,0.99,0.0603,0.0,0,Under Forty,16515
10000.0,MORTGAGE,48000.0,8.48,0.158,0.0,0,Under Forty,6166
5000.0,OWN,60000.0,13.64,0.1531,0.0,0,Under Forty,11248
11000.0,RENT,31664.0,28.84,0.1875,0.0,0,Under Forty,10457
6500.0,MORTGAGE,106369.0,11.34,0.1016,0.0,0,Over Forty,9910
25000.0,MORTGAGE,120000.0,12.71,0.0762,0.0,0,Over Forty,7657
9500.0,RENT,30000.0,9.76,0.158,0.0,0,Over Forty,7230
7125.0,RENT,25000.0,27.6,0.1875,0.0,0,Under Forty,4492
7200.0,MORTGAGE,90000.0,14.64,0.1777,0.0,0,Under Forty,7566
3425.0,RENT,35000.0,2.23,0.1629,0.0,0,Over Forty,10883
7250.0,RENT,30000.0,17.54,0.1531,0.0,0,Under Forty,7322
10000.0,MORTGAGE,105000.0,23.67,0.1114,0.0,0,Under Forty,9726
15000.0,MORTGAGE,64916.0,16.27,0.1114,0.0,0,Over Forty,10001
14000.0,MORTGAGE,150000.0,9.17,0.1114,0.0,0,Under Forty,9027
18250.0,RENT,42000.0,15.74,0.1727,0.0,0,Under Forty,7169
24375.0,MORTGAGE,115000.0,17.29,0.1311,0.0,0,Under Forty,9361
10000.0,MORTGAGE,34000.0,25.34,0.1531,0.0,0,Under Forty,6319
11000.0,MORTGAGE,38000.0,24.44,0.1531,0.0,1,Under Forty,5557
9600.0,MORTGAGE,38000.0,10.04,0.1531,0.0,1,Under Forty,7353
8000.0,RENT,42000.0,16.77,0.1531,0.0,0,Under Forty,5435
2400.0,MORTGAGE,34850.58,2.93,0.1875,0.0,0,Over Forty,6561
28000.0,OWN,190000.0,13.47,0.1016,0.0,0,Under Forty,9667
16800.0,MORTGAGE,80000.0,22.22,0.1114,0.0,0,Over Forty,15389
8000.0,OWN,55000.0,18.68,0.18489999999999998,0.0,0,Under Forty,6380
7300.0,RENT,45000.0,2.69,0.1114,0.0,0,Under Forty,5983
5500.0,RENT,35000.0,22.42,0.1727,0.0,0,Under Forty,6623
12000.0,MORTGAGE,70000.0,21.36,0.1311,0.0,0,Under Forty,13440
2000.0,MORTGAGE,84000.0,12.46,0.1777,0.0,0,Over Forty,12679
2500.0,RENT,91507.0,7.03,0.1727,0.0,0,Under Forty,6531
10000.0,MORTGAGE,57600.0,18.46,0.1629,0.0,1,Over Forty,7444
3600.0,MORTGAGE,97463.0,20.48,0.1016,0.0,0,Under Forty,9210
12000.0,RENT,54000.0,13.85,0.1114,0.0,0,Under Forty,7596
13225.0,RENT,37233.0,20.63,0.1629,0.0,0,Under Forty,7504
10000.0,RENT,60000.0,17.51,0.158,0.0,0,Under Forty,11736
8500.0,RENT,48700.0,33.59,0.079,0.0,0,Under Forty,7353
22500.0,MORTGAGE,88000.0,16.79,0.0762,0.0,0,Over Forty,8996
14000.0,MORTGAGE,100000.0,20.78,0.079,0.0,0,Under Forty,9210
17800.0,OWN,40000.0,29.73,0.1875,0.0,1,Under Forty,11036
13250.0,MORTGAGE,38000.0,29.43,0.1727,0.0,0,Under Forty,8479
4575.0,RENT,23000.0,23.94,0.158,0.0,1,Under Forty,6835
15000.0,MORTGAGE,72000.0,3.32,0.1114,0.0,0,Under Forty,8206
6000.0,MORTGAGE,37200.0,20.94,0.18489999999999998,0.0,0,Under Forty,12405
1500.0,RENT,210000.0,2.96,0.1016,0.0,0,Under Forty,8752
20800.0,MORTGAGE,93500.0,21.64,0.12119999999999999,0.0,0,Under Forty,7291
10500.0,RENT,32000.0,14.81,0.18489999999999998,0.0,0,Under Forty,5131
8000.0,OWN,38000.0,19.52,0.18489999999999998,0.0,0,Under Forty,6773
13000.0,RENT,89000.0,11.22,0.1016,0.0,0,Under Forty,6439
14000.0,MORTGAGE,60000.0,21.14,0.1311,0.0,0,Under Forty,6380
9450.0,MORTGAGE,165000.0,10.44,0.1905,0.0,0,Over Forty,12071
17600.0,RENT,50000.0,25.01,0.1311,0.0,0,Under Forty,4888
8900.0,MORTGAGE,83000.0,9.74,0.0603,0.0,0,Under Forty,8234
5500.0,RENT,55000.0,25.22,0.18489999999999998,0.0,0,Over Forty,7291
15000.0,MORTGAGE,83000.0,20.44,0.1311,1.0,0,Under Forty,6166
15000.0,RENT,80000.0,18.69,0.08900000000000001,0.0,0,Under Forty,8510
13600.0,RENT,95600.0,16.04,0.1114,0.0,0,Over Forty,7749
8000.0,RENT,51000.0,13.45,0.1311,0.0,0,Over Forty,6380
16000.0,RENT,46000.0,24.08,0.1972,0.0,0,Under Forty,7931
3000.0,RENT,100000.0,12.05,0.1777,0.0,0,Over Forty,10001
14000.0,MORTGAGE,235000.0,10.55,0.1311,0.0,0,Under Forty,7841
13000.0,MORTGAGE,90000.0,11.91,0.1727,0.0,0,Over Forty,7869
18800.0,MORTGAGE,53000.0,19.09,0.12119999999999999,0.0,0,Under Forty,7261
7000.0,MORTGAGE,67000.0,11.77,0.1727,0.0,0,Over Forty,6865
20000.0,MORTGAGE,69000.0,20.04,0.08900000000000001,0.0,0,Over Forty,9361
9750.0,MORTGAGE,69499.0,30.88,0.158,0.0,1,Over Forty,7627
20000.0,MORTGAGE,85000.0,21.59,0.079,0.0,0,Under Forty,8814
12650.0,MORTGAGE,88000.0,19.34,0.08900000000000001,0.0,0,Over Forty,6926
10000.0,MORTGAGE,70000.0,21.67,0.1777,0.0,0,Under Forty,9180
10000.0,MORTGAGE,96000.0,7.98,0.08900000000000001,0.0,0,Over Forty,12589
10000.0,MORTGAGE,40000.0,21.21,0.1727,0.0,0,Under Forty,5131
10000.0,MORTGAGE,85000.0,9.04,0.1311,0.0,0,Under Forty,7049
35000.0,MORTGAGE,138000.0,14.68,0.12119999999999999,0.0,0,Under Forty,10914
3200.0,MORTGAGE,54000.0,27.36,0.1114,0.0,0,Under Forty,5496
13750.0,MORTGAGE,36000.0,6.2,0.1875,0.0,0,Under Forty,4858
7750.0,RENT,56000.0,0.54,0.1114,0.0,1,Under Forty,6166
2750.0,RENT,10631.08,15.8,0.22469999999999998,0.0,0,Under Forty,13836
20000.0,MORTGAGE,84000.0,13.99,0.08900000000000001,0.0,0,Under Forty,7261
10000.0,RENT,75000.0,13.68,0.1433,0.0,0,Under Forty,5404
19500.0,MORTGAGE,79000.0,20.25,0.1114,0.0,0,Over Forty,15174
30000.0,RENT,115000.0,4.33,0.1629,0.0,0,Under Forty,3943
7375.0,RENT,40000.0,6.24,0.18489999999999998,0.0,0,Under Forty,5892
5000.0,RENT,24000.0,6.6,0.18489999999999998,0.0,0,Under Forty,5618
4325.0,RENT,48400.0,34.04,0.158,0.0,0,Under Forty,7900
17500.0,MORTGAGE,65000.0,13.68,0.1311,0.0,0,Over Forty,8206
21000.0,MORTGAGE,87000.0,8.1,0.12119999999999999,0.0,0,Over Forty,9271
5000.0,RENT,68000.0,19.34,0.1311,0.0,0,Under Forty,7444
5000.0,MORTGAGE,29988.0,29.65,0.1727,0.0,1,Under Forty,5162
17000.0,MORTGAGE,42000.0,33.77,0.1114,0.0,0,Under Forty,6957
16000.0,MORTGAGE,40000.0,12.57,0.1311,0.0,1,Under Forty,6684
10500.0,RENT,35000.0,22.83,0.1629,0.0,0,Under Forty,5527
12000.0,MORTGAGE,75000.0,5.99,0.1114,0.0,0,Under Forty,5983
11975.0,MORTGAGE,37000.0,25.14,0.1311,0.0,0,Under Forty,10610
12000.0,RENT,100000.0,15.9,0.1016,0.0,0,Over Forty,13013
8000.0,RENT,64000.0,15.24,0.1433,0.0,1,Under Forty,8114
15000.0,MORTGAGE,55000.0,33.08,0.1114,0.0,0,Over Forty,7138
22000.0,RENT,65640.0,13.42,0.12119999999999999,0.0,0,Over Forty,6896
4000.0,MORTGAGE,50000.0,14.83,0.12119999999999999,0.0,0,Over Forty,5708
12000.0,MORTGAGE,80000.0,9.41,0.0762,0.0,0,Over Forty,9695
14500.0,RENT,68000.0,13.22,0.158,0.0,0,Under Forty,7869
24000.0,MORTGAGE,100000.0,17.28,0.0603,0.0,0,Under Forty,9057
8050.0,MORTGAGE,83000.0,12.38,0.08900000000000001,0.0,0,Under Forty,5800
6000.0,RENT,30000.0,13.4,0.1114,0.0,0,Under Forty,5343
10000.0,RENT,83000.0,9.34,0.08900000000000001,0.0,0,Under Forty,6439
6000.0,MORTGAGE,83000.0,23.48,0.1114,0.0,0,Over Forty,14262
24000.0,RENT,65000.0,11.52,0.1972,0.0,0,Over Forty,8752
9000.0,MORTGAGE,47000.0,15.52,0.1531,0.0,0,Under Forty,8296
22950.0,RENT,52000.0,26.31,0.1433,0.0,0,Under Forty,8691
28000.0,MORTGAGE,220000.0,10.54,0.079,0.0,0,Over Forty,7992
12000.0,RENT,74000.0,26.3,0.1114,0.0,1,Under Forty,8053
9800.0,RENT,35500.0,22.61,0.1777,0.0,1,Under Forty,6592
5400.0,MORTGAGE,40000.0,15.21,0.158,0.0,0,Under Forty,8326
6000.0,MORTGAGE,90000.0,12.52,0.12119999999999999,0.0,0,Over Forty,15054
20000.0,MORTGAGE,130000.0,24.53,0.1531,0.0,0,Over Forty,9667
4750.0,RENT,25000.0,33.59,0.1972,0.0,1,Under Forty,6166
35000.0,MORTGAGE,350000.0,8.85,0.1433,0.0,0,Under Forty,6773
11250.0,MORTGAGE,65800.0,28.07,0.1114,0.0,0,Under Forty,5800
20000.0,MORTGAGE,65000.0,28.62,0.12119999999999999,0.0,0,Under Forty,9910
7500.0,RENT,62000.0,19.31,0.18489999999999998,0.0,0,Under Forty,7841
12000.0,RENT,88257.0,14.83,0.0762,0.0,0,Under Forty,5830
7500.0,MORTGAGE,96000.0,16.6,0.08900000000000001,0.0,0,Under Forty,7504
14000.0,RENT,80000.0,14.77,0.0603,0.0,0,Under Forty,6653
19400.0,RENT,55325.0,22.51,0.12119999999999999,0.0,0,Over Forty,12224
24000.0,MORTGAGE,70000.0,7.22,0.0603,0.0,0,Under Forty,9818
4125.0,RENT,15000.0,27.84,0.22469999999999998,0.0,0,Under Forty,5100
15000.0,MORTGAGE,70000.0,20.01,0.1016,0.0,0,Over Forty,8722
30000.0,MORTGAGE,103000.0,27.24,0.1531,0.0,0,Under Forty,5435
7200.0,MORTGAGE,60000.0,7.52,0.08900000000000001,0.0,0,Under Forty,5953
35000.0,MORTGAGE,188000.0,11.28,0.1531,0.0,0,Under Forty,7780
11100.0,RENT,67500.0,11.09,0.1433,0.0,0,Under Forty,8875
9125.0,RENT,40000.0,19.74,0.18489999999999998,0.0,0,Over Forty,10822
4200.0,RENT,15000.0,31.44,0.21,0.0,0,Under Forty,5131
24575.0,MORTGAGE,56000.0,32.35,0.1629,0.0,1,Over Forty,14535
2000.0,RENT,20000.0,12.36,0.21489999999999998,0.0,0,Under Forty,5284
15000.0,RENT,60000.0,13.52,0.1875,0.0,1,Under Forty,5253
7200.0,RENT,29000.0,26.36,0.158,0.0,1,Under Forty,9118
10000.0,OWN,54000.0,24.16,0.1114,0.0,0,Under Forty,15662
15000.0,RENT,97000.0,19.91,0.1114,0.0,0,Under Forty,9910
10000.0,RENT,72800.0,21.38,0.18489999999999998,0.0,1,Under Forty,7504
10000.0,OWN,45000.0,26.13,0.1531,0.0,0,Under Forty,6258
12000.0,RENT,64000.0,15.36,0.1433,0.0,0,Over Forty,8783
14000.0,MORTGAGE,55000.0,13.4,0.08900000000000001,0.0,0,Over Forty,10426
4200.0,RENT,30000.0,9.0,0.158,0.0,0,Under Forty,4127
13000.0,MORTGAGE,69800.0,27.02,0.1531,0.0,0,Under Forty,11248
18125.0,MORTGAGE,68000.0,14.87,0.079,0.0,0,Over Forty,7657
8000.0,RENT,32000.0,12.98,0.1629,0.0,0,Under Forty,9118
18225.0,RENT,71600.0,28.54,0.158,0.0,0,Under Forty,12224
12000.0,RENT,100000.0,6.71,0.1972,0.0,0,Over Forty,6865
8500.0,RENT,40000.0,8.13,0.158,0.0,0,Over Forty,9971
10000.0,RENT,98000.0,18.6,0.158,0.0,1,Under Forty,7291
3000.0,RENT,40000.0,27.27,0.21489999999999998,0.0,0,Under Forty,7627
24000.0,MORTGAGE,112000.0,24.64,0.08900000000000001,0.0,0,Under Forty,10702
4500.0,MORTGAGE,59870.0,23.79,0.1629,0.0,0,Under Forty,8234
6000.0,MORTGAGE,65000.0,24.13,0.1433,0.0,0,Under Forty,5162
11400.0,RENT,48500.0,16.38,0.1433,0.0,0,Under Forty,6865
12500.0,MORTGAGE,72000.0,6.85,0.1114,0.0,0,Over Forty,10001
8000.0,RENT,67000.0,16.48,0.1311,0.0,0,Under Forty,6988
18000.0,RENT,42500.0,30.49,0.1727,0.0,0,Under Forty,5100
8400.0,MORTGAGE,60000.0,14.86,0.1727,0.0,0,Under Forty,5618
30000.0,RENT,90000.0,20.47,0.1433,0.0,0,Under Forty,6684
8000.0,MORTGAGE,74500.0,17.23,0.1114,0.0,0,Under Forty,10975
6500.0,RENT,32000.0,22.76,0.12119999999999999,0.0,0,Under Forty,5557
35000.0,MORTGAGE,110000.0,34.6,0.1629,0.0,1,Over Forty,12375
3000.0,RENT,90500.0,28.66,0.21489999999999998,0.0,0,Under Forty,7475
3200.0,MORTGAGE,68000.0,11.96,0.1905,0.0,0,Under Forty,11340
7200.0,MORTGAGE,129345.24,8.11,0.1016,0.0,0,Over Forty,9330
20000.0,MORTGAGE,121000.0,15.46,0.08900000000000001,0.0,1,Under Forty,6135
30000.0,MORTGAGE,89000.0,14.11,0.1531,0.0,0,Under Forty,7596
9600.0,RENT,42000.0,20.21,0.1875,0.0,0,Under Forty,7475
4375.0,RENT,21000.0,12.91,0.1905,0.0,0,Over Forty,7049
32350.0,MORTGAGE,95000.0,20.22,0.1311,0.0,0,Under Forty,7138
8000.0,MORTGAGE,34000.0,14.82,0.1531,0.0,0,Under Forty,6561
12700.0,RENT,166358.0,4.17,0.1972,0.0,1,Over Forty,4035
6000.0,MORTGAGE,35400.0,34.2,0.1905,0.0,0,Under Forty,7596
10000.0,RENT,30000.0,33.4,0.20489999999999997,0.0,1,Under Forty,6653
6000.0,OWN,61500.0,9.21,0.1311,0.0,0,Under Forty,8510
30000.0,RENT,70000.0,22.05,0.1433,0.0,0,Under Forty,5253
10000.0,OWN,65000.0,9.49,0.1777,0.0,1,Under Forty,4216
15000.0,RENT,50000.0,16.78,0.1016,0.0,0,Under Forty,6623
13000.0,MORTGAGE,37000.0,12.42,0.1016,0.0,0,Under Forty,9606
12000.0,MORTGAGE,78000.0,17.46,0.0603,0.0,0,Over Forty,13227
29175.0,MORTGAGE,65088.0,22.18,0.1905,0.0,1,Over Forty,6684
9425.0,MORTGAGE,45000.0,10.64,0.08900000000000001,0.0,0,Under Forty,5343
5600.0,MORTGAGE,30000.0,7.6,0.1727,0.0,0,Under Forty,6014
3350.0,RENT,85000.0,16.84,0.1531,0.0,0,Over Forty,7504
6000.0,RENT,57240.0,15.8,0.1311,0.0,0,Under Forty,11371
9000.0,RENT,94000.0,12.7,0.079,0.0,0,Under Forty,5649
11500.0,RENT,35000.0,16.87,0.1531,0.0,0,Under Forty,6896
22000.0,MORTGAGE,73700.0,20.47,0.08900000000000001,0.0,0,Over Forty,7414
13200.0,RENT,55000.0,25.16,0.158,0.0,0,Under Forty,5039
5000.0,RENT,54000.0,15.98,0.1875,0.0,1,Over Forty,8265
11100.0,MORTGAGE,38000.0,30.28,0.1905,0.0,1,Over Forty,7353
3200.0,OWN,14000.0,22.8,0.21489999999999998,0.0,0,Under Forty,5922
10000.0,RENT,51000.0,25.04,0.1433,0.0,0,Under Forty,6135
12000.0,MORTGAGE,48000.0,18.93,0.18489999999999998,0.0,1,Over Forty,7810
4800.0,RENT,55000.0,17.8,0.21489999999999998,0.0,0,Under Forty,5618
6075.0,RENT,29000.0,10.06,0.158,0.0,0,Under Forty,8114
16000.0,RENT,68800.0,22.31,0.1311,0.0,0,Over Forty,6988
11500.0,MORTGAGE,50000.0,4.99,0.1409,0.0,0,Under Forty,5465
9500.0,MORTGAGE,35000.0,10.27,0.1727,0.0,1,Under Forty,11493
10000.0,MORTGAGE,60000.0,17.48,0.1875,0.0,0,Under Forty,9149
3250.0,RENT,36000.0,23.5,0.1905,0.0,0,Under Forty,11644
8250.0,MORTGAGE,45000.0,17.98,0.1114,0.0,0,Under Forty,6105
3000.0,RENT,53000.0,29.48,0.18489999999999998,0.0,0,Under Forty,6500
15000.0,OWN,71000.0,25.2,0.1629,0.0,0,Over Forty,10702
8400.0,RENT,140000.0,19.92,0.1531,0.0,0,Under Forty,9787
3300.0,MORTGAGE,42000.0,8.28,0.158,0.0,0,Under Forty,10671
10000.0,RENT,34000.0,13.98,0.1727,0.0,0,Over Forty,6684
5600.0,MORTGAGE,42000.0,7.71,0.1311,0.0,1,Under Forty,5223
8500.0,OWN,66000.0,13.34,0.1629,0.0,0,Over Forty,9818
15000.0,RENT,85168.08,14.5,0.08900000000000001,0.0,0,Under Forty,6380
4000.0,MORTGAGE,95000.0,23.99,0.1433,0.0,0,Over Forty,7200
15000.0,RENT,52000.0,17.22,0.1311,0.0,0,Under Forty,8084
16000.0,RENT,65000.0,10.5,0.1875,0.0,0,Under Forty,6623
28000.0,MORTGAGE,110000.0,7.71,0.08900000000000001,0.0,0,Under Forty,6074
12600.0,MORTGAGE,90000.0,19.74,0.0762,0.0,0,Under Forty,13348
7200.0,MORTGAGE,45000.0,20.67,0.1727,0.0,0,Under Forty,11156
6000.0,MORTGAGE,90000.0,7.84,0.1433,0.0,0,Over Forty,9453
